[2026-04-03 17:59:37] IP=172.18.0.1 PUERTO=42198 | RX=CONEXION_ESTABLECIDA | TX=-

[2026-04-04 18:50:57] IP=172.18.0.6 PUERTO=46518 | RX=CONEXION_ESTABLECIDA | TX=-
[2026-04-04 18:50:57] IP=172.18.0.6 PUERTO=46518 | RX=REGISTER SENSOR py-temp-02 temperature | TX=OK SENSOR_REGISTERED py-temp-02

[2026-04-04 18:50:57] IP=172.18.0.6 PUERTO=46518 | RX=DATA py-temp-02 temperature 29.97 | TX=OK DATA_RECEIVED

[2026-04-04 18:50:57] IP=172.18.0.8 PUERTO=56396 | RX=CONEXION_ESTABLECIDA | TX=-
[2026-04-04 18:50:57] IP=172.18.0.8 PUERTO=56396 | RX=REGISTER SENSOR py-vib-01 vibration | TX=OK SENSOR_REGISTERED py-vib-01

[2026-04-04 18:50:57] IP=172.18.0.8 PUERTO=56396 | RX=DATA py-vib-01 vibration 4.07 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:01] IP=172.18.0.5 PUERTO=44628 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 34.6000 VIBRACION_ALTA (34.60 > 8.0)

[2026-04-04 18:51:01] IP=172.18.0.5 PUERTO=44628 | RX=DATA c-sensor-001 vibration 34.60 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:02] IP=172.18.0.4 PUERTO=36904 | RX=DATA py-energy-01 energy 206.49 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:02] IP=172.18.0.6 PUERTO=46518 | RX=anomalia detectada | TX=ALERT py-temp-02 temperature 45.3100 TEMPERATURA_ALTA (45.3 > 40.0)

[2026-04-04 18:51:02] IP=172.18.0.6 PUERTO=46518 | RX=DATA py-temp-02 temperature 45.31 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:02] IP=172.18.0.8 PUERTO=56396 | RX=DATA py-vib-01 vibration 2.45 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:02] IP=172.18.0.7 PUERTO=58896 | RX=DATA py-temp-01 temperature 30.4 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:06] IP=172.18.0.5 PUERTO=44628 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 34.0000 VIBRACION_ALTA (34.00 > 8.0)

[2026-04-04 18:51:06] IP=172.18.0.5 PUERTO=44628 | RX=DATA c-sensor-001 vibration 34.00 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:06] IP=172.18.0.4 PUERTO=36904 | RX=DATA py-energy-01 energy 283.86 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:06] IP=172.18.0.6 PUERTO=46518 | RX=DATA py-temp-02 temperature 26.75 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:06] IP=172.18.0.8 PUERTO=56396 | RX=DATA py-vib-01 vibration 3.82 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:06] IP=172.18.0.7 PUERTO=58896 | RX=DATA py-temp-01 temperature 18.5 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:10] IP=172.18.0.5 PUERTO=44628 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 20.8000 VIBRACION_ALTA (20.80 > 8.0)

[2026-04-04 18:51:10] IP=172.18.0.5 PUERTO=44628 | RX=DATA c-sensor-001 vibration 20.80 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:11] IP=172.18.0.4 PUERTO=36904 | RX=DATA py-energy-01 energy 151.15 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:11] IP=172.18.0.6 PUERTO=46518 | RX=anomalia detectada | TX=ALERT py-temp-02 temperature 47.3500 TEMPERATURA_ALTA (47.4 > 40.0)

[2026-04-04 18:51:11] IP=172.18.0.6 PUERTO=46518 | RX=DATA py-temp-02 temperature 47.35 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:11] IP=172.18.0.8 PUERTO=56396 | RX=DATA py-vib-01 vibration 2.19 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:11] IP=172.18.0.7 PUERTO=58896 | RX=DATA py-temp-01 temperature 22.18 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:15] IP=172.18.0.5 PUERTO=44628 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 25.7000 VIBRACION_ALTA (25.70 > 8.0)

[2026-04-04 18:51:15] IP=172.18.0.5 PUERTO=44628 | RX=DATA c-sensor-001 vibration 25.70 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:15] IP=172.18.0.4 PUERTO=36904 | RX=DATA py-energy-01 energy 291.34 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:15] IP=172.18.0.8 PUERTO=56396 | RX=DATA py-vib-01 vibration 2.95 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:15] IP=172.18.0.7 PUERTO=58896 | RX=DATA py-temp-01 temperature 17.89 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:15] IP=172.18.0.6 PUERTO=46518 | RX=DATA py-temp-02 temperature 33.94 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:19] IP=172.18.0.5 PUERTO=44628 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 27.5000 VIBRACION_ALTA (27.50 > 8.0)

[2026-04-04 18:51:19] IP=172.18.0.5 PUERTO=44628 | RX=DATA c-sensor-001 vibration 27.50 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:20] IP=172.18.0.4 PUERTO=36904 | RX=DATA py-energy-01 energy 256.57 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:20] IP=172.18.0.7 PUERTO=58896 | RX=DATA py-temp-01 temperature 18.04 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:20] IP=172.18.0.6 PUERTO=46518 | RX=DATA py-temp-02 temperature 32.25 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:20] IP=172.18.0.8 PUERTO=56396 | RX=DATA py-vib-01 vibration 1.56 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:24] IP=172.18.0.5 PUERTO=44628 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 24.0000 VIBRACION_ALTA (24.00 > 8.0)

[2026-04-04 18:51:24] IP=172.18.0.5 PUERTO=44628 | RX=DATA c-sensor-001 vibration 24.00 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:24] IP=172.18.0.4 PUERTO=36904 | RX=DATA py-energy-01 energy 344.52 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:24] IP=172.18.0.6 PUERTO=46518 | RX=DATA py-temp-02 temperature 30.27 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:24] IP=172.18.0.7 PUERTO=58896 | RX=DATA py-temp-01 temperature 28.87 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:24] IP=172.18.0.8 PUERTO=56396 | RX=DATA py-vib-01 vibration 1.19 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:35] IP=172.18.0.5 PUERTO=44628 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 26.6000 VIBRACION_ALTA (26.60 > 8.0)

[2026-04-04 18:51:35] IP=172.18.0.5 PUERTO=44628 | RX=DATA c-sensor-001 vibration 26.60 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:29] IP=172.18.0.4 PUERTO=36904 | RX=DATA py-energy-01 energy 122.65 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:29] IP=172.18.0.7 PUERTO=58896 | RX=DATA py-temp-01 temperature 21.36 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:29] IP=172.18.0.8 PUERTO=56396 | RX=DATA py-vib-01 vibration 4.87 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:29] IP=172.18.0.6 PUERTO=46518 | RX=DATA py-temp-02 temperature 33.98 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:33] IP=172.18.0.9 PUERTO=42724 | RX=CONEXION_ESTABLECIDA | TX=-
[2026-04-04 18:51:33] IP=172.18.0.9 PUERTO=42724 | RX=GET_STATUS | TX=STATUS OK uptime:37 sensors:5 operators:0

[2026-04-04 18:51:33] IP=172.18.0.9 PUERTO=42734 | RX=CONEXION_ESTABLECIDA | TX=-
[2026-04-04 18:51:33] IP=172.18.0.9 PUERTO=42724 | RX=DESCONEXION | TX=desconocido
[2026-04-04 18:51:33] IP=172.18.0.9 PUERTO=42734 | RX=GET_ALERTS | TX=ALERTS [{id:c-sensor-001,t:vibration,v:21.20,r:VIBRACION_ALTA (21.20 > 8.0),ts:1775328656}{id:c-sensor-001,t:vibration,v:34.60,r:VIBRACION_ALTA (34.60 > 8.0),ts:1775328661}{id:py-temp-02,t:temperature,v:45.31,r:TEMPERATURA_ALTA (45.3 > 40.0),ts:1775328662}{id:c-sensor-001,t:vibration,v:34.00,r:VIBRACION_ALTA (34.00 > 8.0),ts:1775328666}{id:c-sensor-001,t:vibration,v:20.80,r:VIBRACION_ALTA (20.80 > 8.0),ts:1775328670}{id:py-temp-02,t:temperature,v:47.35,r:TEMPERATURA_ALTA (47.4 > 40.0),ts:1775328671}{id:c-sensor-001,t:vibration,v:25.70,r:VIBRACION_ALTA (25.70 > 8.0),ts:1775328675}{id:c-sensor-001,t:vibration,v:27.50,r:VIBRACION_ALTA (27.50 > 8.0),ts:1775328679}{id:c-sensor-001,t:vibration,v:24.00,r:VIBRACION_ALTA (24.00 > 8.0),ts:1775328684}{id:c-sensor-001,t:vibration,v:26.60,r:VIBRACION_ALTA (26.60 > 8.0),ts:1775328695}]

[2026-04-04 18:51:33] IP=172.18.0.9 PUERTO=42734 | RX=DESCONEXION | TX=desconocido
[2026-04-04 18:51:33] IP=172.18.0.9 PUERTO=42750 | RX=CONEXION_ESTABLECIDA | TX=-
[2026-04-04 18:51:33] IP=172.18.0.9 PUERTO=42750 | RX=GET_RECENT_ACTIVITY | TX=ACTIVITY [{msg:"[DATA] c-sensor-001 -> 25.70 vibration | Servidor: OK DATA_RECEIVED",ts:1775328675},{msg:"[DATA] py-energy-01 -> 291.34 energy | Servidor: OK DATA_RECEIVED",ts:1775328675},{msg:"[DATA] py-vib-01 -> 2.95 vibration | Servidor: OK DATA_RECEIVED",ts:1775328675},{msg:"[DATA] py-temp-01 -> 17.89 temperature | Servidor: OK DATA_RECEIVED",ts:1775328675},{msg:"[DATA] py-temp-02 -> 33.94 temperature | Servidor: OK DATA_RECEIVED",ts:1775328675},{msg:"[DATA] c-sensor-001 -> 27.50 vibration | Servidor: OK DATA_RECEIVED",ts:1775328679},{msg:"[DATA] py-energy-01 -> 256.57 energy | Servidor: OK DATA_RECEIVED",ts:1775328680},{msg:"[DATA] py-temp-01 -> 18.04 temperature | Servidor: OK DATA_RECEIVED",ts:1775328680},{msg:"[DATA] py-temp-02 -> 32.25 temperature | Servidor: OK DATA_RECEIVED",ts:1775328680},{msg:"[DATA] py-vib-01 -> 1.56 vibration | Servidor: OK DATA_RECEIVED",ts:1775328680},{msg:"[DATA] c-sensor-001 -> 24.00 vibration | Servidor: OK DATA_RECEIVED",ts:1775328684},{msg:"[DATA] py-energy-01 -> 344.52
[2026-04-04 18:51:33] IP=172.18.0.9 PUERTO=42750 | RX=DESCONEXION | TX=desconocido
[2026-04-04 18:51:33] IP=172.18.0.5 PUERTO=44628 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 21.2000 VIBRACION_ALTA (21.20 > 8.0)

[2026-04-04 18:51:33] IP=172.18.0.5 PUERTO=44628 | RX=DATA c-sensor-001 vibration 21.20 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:40] IP=172.18.0.4 PUERTO=36904 | RX=anomalia detectada | TX=ALERT py-energy-01 energy 553.9000 CONSUMO_ALTO (553.9 > 500.0)

[2026-04-04 18:51:40] IP=172.18.0.4 PUERTO=36904 | RX=DATA py-energy-01 energy 553.9 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:41] IP=172.18.0.7 PUERTO=58896 | RX=DATA py-temp-01 temperature 32.13 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:33] IP=172.18.0.8 PUERTO=56396 | RX=DATA py-vib-01 vibration 4.96 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:34] IP=172.18.0.6 PUERTO=46518 | RX=DATA py-temp-02 temperature 15.2 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:38] IP=172.18.0.5 PUERTO=44628 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 30.8000 VIBRACION_ALTA (30.80 > 8.0)

[2026-04-04 18:51:38] IP=172.18.0.5 PUERTO=44628 | RX=DATA c-sensor-001 vibration 30.80 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:38] IP=172.18.0.4 PUERTO=36904 | RX=DATA py-energy-01 energy 142.69 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:38] IP=172.18.0.7 PUERTO=58896 | RX=DATA py-temp-01 temperature 24.51 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:38] IP=172.18.0.8 PUERTO=56396 | RX=DATA py-vib-01 vibration 1.68 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:38] IP=172.18.0.6 PUERTO=46518 | RX=DATA py-temp-02 temperature 28.46 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:42] IP=172.18.0.5 PUERTO=44628 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 29.6000 VIBRACION_ALTA (29.60 > 8.0)

[2026-04-04 18:51:42] IP=172.18.0.5 PUERTO=44628 | RX=DATA c-sensor-001 vibration 29.60 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:43] IP=172.18.0.4 PUERTO=36904 | RX=DATA py-energy-01 energy 152.97 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:43] IP=172.18.0.7 PUERTO=58896 | RX=DATA py-temp-01 temperature 28.74 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:43] IP=172.18.0.8 PUERTO=56396 | RX=DATA py-vib-01 vibration 4.57 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:43] IP=172.18.0.6 PUERTO=46518 | RX=DATA py-temp-02 temperature 23.16 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:47] IP=172.18.0.5 PUERTO=44628 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 32.2000 VIBRACION_ALTA (32.20 > 8.0)

[2026-04-04 18:51:47] IP=172.18.0.5 PUERTO=44628 | RX=DATA c-sensor-001 vibration 32.20 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:47] IP=172.18.0.4 PUERTO=36904 | RX=DATA py-energy-01 energy 299.1 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:47] IP=172.18.0.7 PUERTO=58896 | RX=DATA py-temp-01 temperature 24.43 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:47] IP=172.18.0.8 PUERTO=56396 | RX=DATA py-vib-01 vibration 3.76 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:48] IP=172.18.0.6 PUERTO=46518 | RX=DATA py-temp-02 temperature 16.61 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:51] IP=172.18.0.5 PUERTO=44628 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 23.9000 VIBRACION_ALTA (23.90 > 8.0)

[2026-04-04 18:51:51] IP=172.18.0.5 PUERTO=44628 | RX=DATA c-sensor-001 vibration 23.90 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:52] IP=172.18.0.4 PUERTO=36904 | RX=DATA py-energy-01 energy 270.25 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:52] IP=172.18.0.8 PUERTO=56396 | RX=DATA py-vib-01 vibration 3.09 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:52] IP=172.18.0.7 PUERTO=58896 | RX=DATA py-temp-01 temperature 20.95 | TX=OK DATA_RECEIVED

[2026-04-04 18:51:52] IP=172.18.0.6 PUERTO=46518 | RX=DATA py-temp-02 temperature 34.29 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:03] IP=172.18.0.5 PUERTO=44628 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 27.6000 VIBRACION_ALTA (27.60 > 8.0)

[2026-04-04 18:52:03] IP=172.18.0.5 PUERTO=44628 | RX=DATA c-sensor-001 vibration 27.60 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:03] IP=172.18.0.4 PUERTO=36904 | RX=DATA py-energy-01 energy 370.95 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:04] IP=172.18.0.8 PUERTO=56396 | RX=anomalia detectada | TX=ALERT py-vib-01 vibration 11.7800 VIBRACION_ALTA (11.78 > 8.0)

[2026-04-04 18:52:04] IP=172.18.0.8 PUERTO=56396 | RX=DATA py-vib-01 vibration 11.78 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:04] IP=172.18.0.7 PUERTO=58896 | RX=DATA py-temp-01 temperature 26.6 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:04] IP=172.18.0.6 PUERTO=46518 | RX=anomalia detectada | TX=ALERT py-temp-02 temperature 49.8200 TEMPERATURA_ALTA (49.8 > 40.0)

[2026-04-04 18:52:04] IP=172.18.0.6 PUERTO=46518 | RX=DATA py-temp-02 temperature 49.82 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:08] IP=172.18.0.5 PUERTO=44628 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 34.4000 VIBRACION_ALTA (34.40 > 8.0)

[2026-04-04 18:52:08] IP=172.18.0.5 PUERTO=44628 | RX=DATA c-sensor-001 vibration 34.40 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:08] IP=172.18.0.4 PUERTO=36904 | RX=anomalia detectada | TX=ALERT py-energy-01 energy 552.9300 CONSUMO_ALTO (552.9 > 500.0)

[2026-04-04 18:52:08] IP=172.18.0.4 PUERTO=36904 | RX=DATA py-energy-01 energy 552.93 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:09] IP=172.18.0.7 PUERTO=58896 | RX=DATA py-temp-01 temperature 23.74 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:09] IP=172.18.0.8 PUERTO=56396 | RX=DATA py-vib-01 vibration 2.84 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:09] IP=172.18.0.6 PUERTO=46518 | RX=DATA py-temp-02 temperature 21.62 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:05] IP=172.18.0.5 PUERTO=44628 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 21.1000 VIBRACION_ALTA (21.10 > 8.0)

[2026-04-04 18:52:05] IP=172.18.0.5 PUERTO=44628 | RX=DATA c-sensor-001 vibration 21.10 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:05] IP=172.18.0.4 PUERTO=36904 | RX=anomalia detectada | TX=ALERT py-energy-01 energy 552.5100 CONSUMO_ALTO (552.5 > 500.0)

[2026-04-04 18:52:05] IP=172.18.0.4 PUERTO=36904 | RX=DATA py-energy-01 energy 552.51 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:06] IP=172.18.0.7 PUERTO=58896 | RX=DATA py-temp-01 temperature 23.15 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:06] IP=172.18.0.8 PUERTO=56396 | RX=DATA py-vib-01 vibration 1.25 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:06] IP=172.18.0.6 PUERTO=46518 | RX=DATA py-temp-02 temperature 31.2 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:10] IP=172.18.0.5 PUERTO=44628 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 26.7000 VIBRACION_ALTA (26.70 > 8.0)

[2026-04-04 18:52:10] IP=172.18.0.5 PUERTO=44628 | RX=DATA c-sensor-001 vibration 26.70 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:10] IP=172.18.0.4 PUERTO=36904 | RX=DATA py-energy-01 energy 301.86 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:10] IP=172.18.0.7 PUERTO=58896 | RX=DATA py-temp-01 temperature 18.84 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:10] IP=172.18.0.8 PUERTO=56396 | RX=DATA py-vib-01 vibration 4.02 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:10] IP=172.18.0.6 PUERTO=46518 | RX=DATA py-temp-02 temperature 26.93 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:14] IP=172.18.0.5 PUERTO=44628 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 32.8000 VIBRACION_ALTA (32.80 > 8.0)

[2026-04-04 18:52:14] IP=172.18.0.5 PUERTO=44628 | RX=DATA c-sensor-001 vibration 32.80 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:14] IP=172.18.0.4 PUERTO=36904 | RX=DATA py-energy-01 energy 275.12 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:15] IP=172.18.0.7 PUERTO=58896 | RX=DATA py-temp-01 temperature 24.61 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:15] IP=172.18.0.8 PUERTO=56396 | RX=DATA py-vib-01 vibration 2.95 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:15] IP=172.18.0.6 PUERTO=46518 | RX=anomalia detectada | TX=ALERT py-temp-02 temperature 46.0200 TEMPERATURA_ALTA (46.0 > 40.0)

[2026-04-04 18:52:15] IP=172.18.0.6 PUERTO=46518 | RX=DATA py-temp-02 temperature 46.02 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:16] IP=172.18.0.9 PUERTO=48166 | RX=CONEXION_ESTABLECIDA | TX=-
[2026-04-04 18:52:16] IP=172.18.0.9 PUERTO=48166 | RX=LIST_SENSORS | TX=SENSOR_LIST [{id:c-sensor-001,tipo:vibration,valor:32.80,ip:172.18.0.5}{id:py-temp-01,tipo:temperature,valor:24.61,ip:172.18.0.7}{id:py-energy-01,tipo:energy,valor:275.12,ip:172.18.0.4}{id:py-temp-02,tipo:temperature,valor:46.02,ip:172.18.0.6}{id:py-vib-01,tipo:vibration,valor:2.95,ip:172.18.0.8}]

[2026-04-04 18:52:16] IP=172.18.0.9 PUERTO=48166 | RX=DESCONEXION | TX=desconocido
[2026-04-04 18:52:19] IP=172.18.0.5 PUERTO=44628 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 32.2000 VIBRACION_ALTA (32.20 > 8.0)

[2026-04-04 18:52:19] IP=172.18.0.5 PUERTO=44628 | RX=DATA c-sensor-001 vibration 32.20 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:19] IP=172.18.0.4 PUERTO=36904 | RX=DATA py-energy-01 energy 379.86 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:19] IP=172.18.0.7 PUERTO=58896 | RX=DATA py-temp-01 temperature 19.71 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:19] IP=172.18.0.8 PUERTO=56396 | RX=DATA py-vib-01 vibration 3.87 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:19] IP=172.18.0.6 PUERTO=46518 | RX=DATA py-temp-02 temperature 28.94 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:24] IP=172.18.0.5 PUERTO=44628 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 22.0000 VIBRACION_ALTA (22.00 > 8.0)

[2026-04-04 18:52:24] IP=172.18.0.5 PUERTO=44628 | RX=DATA c-sensor-001 vibration 22.00 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:31] IP=172.18.0.4 PUERTO=36904 | RX=DATA py-energy-01 energy 381.26 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:24] IP=172.18.0.7 PUERTO=58896 | RX=DATA py-temp-01 temperature 32.51 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:24] IP=172.18.0.8 PUERTO=56396 | RX=DATA py-vib-01 vibration 4.32 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:24] IP=172.18.0.6 PUERTO=46518 | RX=anomalia detectada | TX=ALERT py-temp-02 temperature 49.5100 TEMPERATURA_ALTA (49.5 > 40.0)

[2026-04-04 18:52:24] IP=172.18.0.6 PUERTO=46518 | RX=DATA py-temp-02 temperature 49.51 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:27] IP=172.18.0.9 PUERTO=52062 | RX=CONEXION_ESTABLECIDA | TX=-
[2026-04-04 18:52:27] IP=172.18.0.9 PUERTO=52062 | RX=GET_ALERTS | TX=ALERTS [{id:c-sensor-001,t:vibration,v:21.20,r:VIBRACION_ALTA (21.20 > 8.0),ts:1775328656}{id:c-sensor-001,t:vibration,v:34.60,r:VIBRACION_ALTA (34.60 > 8.0),ts:1775328661}{id:py-temp-02,t:temperature,v:45.31,r:TEMPERATURA_ALTA (45.3 > 40.0),ts:1775328662}{id:c-sensor-001,t:vibration,v:34.00,r:VIBRACION_ALTA (34.00 > 8.0),ts:1775328666}{id:c-sensor-001,t:vibration,v:20.80,r:VIBRACION_ALTA (20.80 > 8.0),ts:1775328670}{id:py-temp-02,t:temperature,v:47.35,r:TEMPERATURA_ALTA (47.4 > 40.0),ts:1775328671}{id:c-sensor-001,t:vibration,v:25.70,r:VIBRACION_ALTA (25.70 > 8.0),ts:1775328675}{id:c-sensor-001,t:vibration,v:27.50,r:VIBRACION_ALTA (27.50 > 8.0),ts:1775328679}{id:c-sensor-001,t:vibration,v:24.00,r:VIBRACION_ALTA (24.00 > 8.0),ts:1775328684}{id:c-sensor-001,t:vibration,v:26.60,r:VIBRACION_ALTA (26.60 > 8.0),ts:1775328695}{id:c-sensor-001,t:vibration,v:21.20,r:VIBRACION_ALTA (21.20 > 8.0),ts:1775328693}{id:py-energy-01,t:energy,v:553.90,r:CONSUMO_ALTO (553.9 > 500.0),ts:1775328700}{id:c-sensor-001,t:vibration,
[2026-04-04 18:52:27] IP=172.18.0.9 PUERTO=52062 | RX=DESCONEXION | TX=desconocido
[2026-04-04 18:52:28] IP=172.18.0.5 PUERTO=44628 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 22.8000 VIBRACION_ALTA (22.80 > 8.0)

[2026-04-04 18:52:28] IP=172.18.0.5 PUERTO=44628 | RX=DATA c-sensor-001 vibration 22.80 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:28] IP=172.18.0.4 PUERTO=36904 | RX=DATA py-energy-01 energy 122.07 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:29] IP=172.18.0.7 PUERTO=58896 | RX=DATA py-temp-01 temperature 32.4 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:29] IP=172.18.0.8 PUERTO=56396 | RX=DATA py-vib-01 vibration 4.99 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:36] IP=172.18.0.6 PUERTO=46518 | RX=DATA py-temp-02 temperature 21.14 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:32] IP=172.18.0.5 PUERTO=44628 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 24.5000 VIBRACION_ALTA (24.50 > 8.0)

[2026-04-04 18:52:32] IP=172.18.0.5 PUERTO=44628 | RX=DATA c-sensor-001 vibration 24.50 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:33] IP=172.18.0.4 PUERTO=36904 | RX=DATA py-energy-01 energy 255.36 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:33] IP=172.18.0.7 PUERTO=58896 | RX=DATA py-temp-01 temperature 25.07 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:33] IP=172.18.0.8 PUERTO=56396 | RX=DATA py-vib-01 vibration 1.17 | TX=OK DATA_RECEIVED

[2026-04-04 18:52:33] IP=172.18.0.6 PUERTO=46518 | RX=DATA py-temp-02 temperature 16.2 | TX=OK DATA_RECEIVED

